5,568346
6,831026
7,91251
8,167656
9,102603
10,157705
11,247591
12,251032
13,317233
14,1043863
15,908049
16,48929
17,25928
18,112587
19,150292
20,102577
21,51444
22,32850
23,32258
24,29425
25,19730
26,37278
